user,review,rating,app,word_count,label,review_original
6 Hiennam,"b ấ tao c ứ c á i g ì d í n h đ ế n tao ầ u l à đ ề u đ ể u g i ả c ả . giây a u z a l o b â y g i ờ đ ế n l ư ợ tao giây h o p e e . g i a o h à n g n h ư rồi ù a b ò . n ộ i tao h à n h h n mình ấ tao 4 5 n g à y . không h ô n g c ậ p n h ậ tao tao rồi ạ n g tao h á i đ ơ n , l i ê n tao ụ c tao h a y đ ổ i tao h ờ i h ạ n g i a o h à n g . mình ộ tao giây ố giây h o p b á n h à n g g i ả c h ẳ n g tao h ấ y không i ể mình giây o á tao g ì . không h ô n g b i ế tao mình ấ y b á c mình u a p h ả i đ tao g i ả đ ã đ ò i đ ư ợ c x è n g c h ư a ? h ã y tao ẩ y c h a y vậy à d ù n g l a z a d a .",1.0,Shopee,76,negative,"bất cứ cái gì dính đến tầu là đều đểu giả cả. sau zalo bây giờ đến lượt shopee. giao hàng như rùa bò. nội thành hn mất 4 - 5 ngày. không cập nhật trạng thái đơn, liên tục thay đổi thời hạn giao hàng. một số shop bán hàng giả chẳng thấy kiểm soát gì. không biết mấy bác mua phải đt giả đã đòi được xèng chưa? hãy tẩy chay và dùng lazada."
Trúc Mai Huỳnh Thị,"c ứ q u ả n g c á o tao rồi ê n mình à n h ì n h đ i ệ n tao h o ạ i h o à i không h ô n g tao h o á tao rồi a đ ư ợ c không h i c ó vậy i ệ c q u a n tao rồi ọ n g n h ư l à mình b à i không i ể mình tao rồi a q u i đ ị n h tao h ờ i g i a n không h ô n g tao h ể tao rồi u y c ậ p vậy à o b à i l à mình n g a y đ ư ợ c không h ó c l u ô n , n ế u c ò n q u ả n g c á o giây ẻ g ỡ c à i đ ặ tao",1.0,Shopee,47,negative,"cứ quảng cáo trên màn hình điện thoại hoài không thoát ra được khi có việc quan trọng như làm bài kiểm tra qui định thời gian không thể truy cập vào bài làm ngay được khóc luôn , nếu còn quảng cáo sẻ gỡ cài đặt"
Ga Yeong,đ i tao ớ i đ â u c ũ n g g ặ p q u ả n g c á o ấ n n h ầ mình c á i l à đ i tao h ẳ n g tao ớ i ứ n g d ụ n g b ự c b ộ i,1.0,Shopee,18,negative,đi tới đâu cũng gặp quảng cáo ấn nhầm cái là đi thẳng tới ứng dụng bực bội
Sếp Tú,mình ọ i tao h ứ tao h ì không h á o không n h ư n g l ú c g i a o h à n g b á o rồi ấ tao l á o . l ú c n à o c ũ n g b á o g i a o tao rồi o n g 1 2 g i ờ tao i ế p tao h e o mình à tao o à n p h ả i đ ợ i mình ấ y n g à y n ữ a h à n g mình ớ i đ ư ợ c g i a o . đ ề n b ù g i a o h à n g không h ô n g đ ú n g h ạ n đ ư ợ c c á i vậy o u c h e rồi rồi ồ i vậy ứ tao đ ó c ó l à mình đ ư ợ c c á i g ì đ â u .,1.0,Shopee,52,neutral,mọi thứ thì khá ok nhưng lúc giao hàng báo rất láo. lúc nào cũng báo giao trong 12 giờ tiếp theo mà toàn phải đợi mấy ngày nữa hàng mới được giao. đền bù giao hàng không đúng hạn được cái voucher rồi vứt đó có làm được cái gì đâu.
Trung Hậu Lê,q u ả n g c á o h ơ i b ị ứ c c h ế,1.0,Shopee,6,negative,quảng cáo hơi bị ức chế
Quyết Đầm Thị,tao ạ mình mình o n g đ ư ợ c mình i ễ n p h í g i a o h à n g n h i ề u h ơ n n ữ a !,4.0,Shopee,11,neutral,tạm mong được miễn phí giao hàng nhiều hơn nữa !
Vũ Nhật Hạ Nguyễn,"tao ừ tao ế tao đ ế n g i ờ g i a o h à n g rồi ấ tao c h ậ mình l u ô n , p h ả n h ồ i không h á c h h à n g giây i ê u c h á n n ê n x e mình x é tao l ạ i",2.0,Shopee,19,negative,"từ tết đến giờ giao hàng rất chậm luôn, phản hồi khách hàng siêu chán nên xem xét lại"
tran tien,"c à n g n g à y p h í tao ă n g , c ù n g mình ộ tao giây ả n p h ẩ mình c à n g l ê n g i á , đ ặ c b i ệ tao giây h o p p e vậy i p , rồi ồ i l à c h u y ệ n g i a o x ử l í p h â n l o ạ i ở b ắ c n i n h q u á c h ậ mình l u ô n ấ y , g i a o h à n g c h ậ mình h ơ n tao i không tao o không , mình à g i á l ạ i c a o , tao h á n g n à y mình u a n h i ề u b ê n tao i không tao o không l ê n mình ớ i đ ể ý , giây à n c a mình c h á n , tao ệ",1.0,Shopee,55,negative,"càng ngày phí tăng, cùng một sản phẩm càng lên giá, đặc biệt shoppe vip , rồi là chuyện giao xử lí phân loại ở bắc ninh quá chậm luôn ấy, giao hàng chậm hơn tiktok, mà giá lại cao, tháng này mua nhiều bên tiktok lên mới để ý , sàn cam chán, tệ"
Lien Pham,"g i a o h à n g q u á tao ệ , c ù n g 1 đ ị a c h ỉ c ô n g tao y mình à đ ồ n g n g h i ệ p c ủ a tao n h ậ n đ c h à n g c ò n đ ơ n c ủ a tao n g â mình ở không h o không rồi õ l ý d o , c ứ c h u ẩ n b ị g i a o h à n g x o n g l ạ i q u a y vậy ề không h o , mình ấ y l ầ n l i ề n n h ư tao h ế . b ị mình ấ y đ ơ n n h ư vậy ậ y c h ứ không p h ả i 1 . l ê n c giây không h tao h ì tao o à n c h o n ó i c h u y ệ n vậy giây a i , c h ả g i ả i q u y ế tao đ ư ợ c c á i g ì .",1.0,Shopee,68,negative,"giao hàng quá tệ, cùng 1 địa chỉ công ty mà đồng nghiệp của t nhận đc hàng còn đơn của t ngâm ở kho k rõ lý do, cứ chuẩn bị giao hàng xong lại quay về kho, mấy lần liền như thế. bị mấy đơn như vậy chứ k phải 1. lên cskh thì toàn cho nói chuyện vs ai, chả giải quyết được cái gì."
Le Nguyễn,b ắ tao n h ậ p 2 giây ố đ tao n h ậ p x o n g tao h ì không đ c c ò n l ỗ i tao ù mình l u mình,1.0,Shopee,14,negative,bắt nhập 2 số đt nhập xong thì k đc còn lỗi tùm lum
Tùng Thanh,"c ứ vậy ô l à b ắ tao x á tao tao h ự c tao à i không h o ả n , x á tao tao h ự c c ả c h ụ c l ầ n vậy ẫ n không h ô n g đ ú n g , mình ấ tao tao h ờ i g i a n , không h ó c h ị u vậy ô c ù n g . mình o n g giây h o p p e x e mình x é tao l ạ i .",1.0,Shopee,25,negative,"cứ vô là bắt xát thực tài khoản, xát thực cả chục lần vẫn không đúng,mất thời gian,khó chịu vô cùng.mong shoppe xem xét lại."
Ghệ Đẹp DanKe,"c ó mình ã không h ô n g á p đ ư ợ c , x á c mình i n h đ ủ tao h ứ x o n g tao ự h ủ y đ ơ n l u ô n",1.0,Shopee,13,negative,"có mã không áp được,xác minh đủ thứ xong tự hủy đơn luôn"
Lynh Cute,không o c h o l ấ y mình ã vậy o u c h e rồi giây l giây tao rồi,1.0,Shopee,7,negative,ko cho lấy mã vouchers ls tr
Huyền Ngọc,không o tao ố tao tao í n à o g i a o h à n g tao h ì c h ậ mình c h x g i a o mình à giây h i p b á o không o g ọ i đ c y ê u c ầ u g ặ p n h â n vậy i ê n h ỗ tao rồi ợ không o c h o g ă p .,1.0,Shopee,26,negative,ko tốt tí nào giao hàng thì chậm chx giao mà ship báo ko gọi đc yêu cầu gặp nhân viên hỗ trợ ko cho găp.
Kaoruko Waguri,"q u ả n g c á o rồi á c , rồi ấ tao n h i ề u , đ i đ â u c ũ n g tao h ấ y , p h i ề n , không h ô n g c ó c h ỗ n à o đ ể tao ô i q u a n tao â mình n g o à i vậy i ệ c p h i ề n",1.0,Shopee,21,negative,"quảng cáo rác, rất nhiều, đi đâu cũng thấy, phiền, không có chỗ nào để tôi quan tâm ngoài việc phiền"
Trần Minh,d e l l h i ể u l u ô n đ ứ n g i mình 5 n g à y tao rồi ờ i,1.0,Shopee,8,negative,dell hiểu luôn đứng im 5 ngày trời
son nguyen,tao rồi ả i n g h i ệ mình rồi ấ tao tao u y ệ tao vậy ờ i tốt,5.0,Shopee,6,positive,trải nghiệm rất tuyệt vời 👍
Minh Trương Ngọc,a p p g ì c ứ b ắ tao x á c n h ậ n l i ê n tao ụ c,1.0,Shopee,8,negative,app gì cứ bắt xác nhận liên tục
Trinh Mỹ,"d mình tao không o tao h í c h mình u a giây ắ mình o n l i n e , tao ự đ ộ n g tao ả i vậy à i",1.0,Shopee,11,negative,"dm t ko thích mua sắm online, tự động tải vài"
Van Quynh,g i a o h à n g c h ậ mình vậy đ ặ tao tao ừ tao ế tao mình à đ ế n g i ờ vậy ẫ n c h ư a n h ậ n đ c h à n g,1.0,Shopee,15,negative,giao hàng chậm v đặt từ tết mà đến giờ vẫn chưa nhận đc hàng
Lê Phương Nguyên,x e mình l i vậy e b ị vậy ă n g rồi a mình à vậy ẫ n c h ư a giây ử a c h ắ c tao í n h n ă n g à ?,2.0,Shopee,13,negative,xem live bị văng ra mà vẫn chưa sửa chắc tính năng à?
ミミ,n h ư c d b đ i l đ â u c ũ n g q u ả n g c á o,1.0,Shopee,8,negative,như cdb đi l đâu cũng quảng cáo
Nhàn Nguyễn,n ó rồi ấ tao vậy u i n h ư n g tao ô i giây ẽ tao ả i l ạ i,4.0,Shopee,8,neutral,nó rất vui nhưng tôi sẽ tải lại
Anh Tuấn Nguyễn,1 0 đ i ể mình không o c ó n h ư n g,5.0,Shopee,5,positive,10 điểm ko có nhưng
Vĩnh Khang,đ ặ tao h à n g không o đ c mình à c ứ q u ả n g c á o,1.0,Shopee,8,negative,đặt hàng ko đc mà cứ quảng cáo
Duy Trường,a p p tao ệ mình ỗ i l ầ n h ủ y đ ơ n h à n g b ắ tao b u ộ c tao h ê mình tao không n g â mình h à n g à rất tức giận,1.0,Shopee,15,negative,app tệ mỗi lần hủy đơn hàng bắt buộc thêm tk ngâm hàng à 🤬
Nguyen Nguyen,tao rồi ả h à n g h o à n tao i ề n h ẹ n tao ớ i h ẹ n l u i không a i l ấ y . rồi ấ tao x e mình tao h ư ờ n g không h á c h h à n g,1.0,Shopee,16,negative,trả hàng hoàn tiền hẹn tới hẹn lui k ai lấy. rất xem thường khách hàng
Tài Duơng,rồi ấ tao tao ố tao không c ó gì đ ể n ó i !,5.0,Shopee,7,positive,rất tốt k có j để nói!
Huyền Khánh,"tao rồi ò c h ơ i tao rồi o n g g a mình e x ế p g ạ c h c ố tao ì n h không h ô n g c h o n g ư ờ i c h ơ i đ ư ợ c tao h ắ n g , không h i ế n n g ư ờ i c h ơ i giây u y giây ụ p tao i n h tao h ầ n",1.0,Shopee,22,negative,"trò chơi trong game xếp gạch cố tình không cho người chơi được thắng , khiến người chơi suy sụp tinh thần"
Văn Hiền Nguyễn,"giây h o p p e rồi g i ờ g ặ p mình ấ y n g ư ờ i mình ớ i g i a o , n g ư ờ i mình ớ i g i ờ không h ô n g mình u ố n g i a o đ ơ n đ ặ tao h à n g c h o không h á c , đ ặ c c ả n ữ a tao h á n g không h ô n g tao h ấ y g i a o , giây h o p p e e n ê n x e mình x é tao l ạ i , n g à y đ ó a i g i a o h i ệ n giây d tao đ ể không h á c b i ế tao c ò n l i ê n l ạ c n h ậ n h à n g , c h ứ mình ấ y a g i a o h à n g b â y g i ờ mình u ố n g i a o h a y không h ô n g l à q u y ề n c ủ a mình ấ y a rồi ồ i .",3.0,Shopee,59,negative,"shopper giờ gặp mấy người mới giao,người mới giờ không muốn giao đơn đặt hàng cho khác, đặc cả nữa tháng không thấy giao,shoppee nên xem xét lại, ngày đó ai giao hiện sdt để khác biết còn liên lạc nhận hàng, chứ mấy a giao hàng bây giờ muốn giao hay không là quyền của mấy a rồi."
Văn Tiếnn Huỳnh,"đ ặ tao h à n g mình à không h ô n g g i a o , c ò n l ú c đ ặ tao h à n g á p mình ã vậy o u c h e rồi vậy à o tao h ì c h ặ n giây đ tao , n ó i c h u n g l à q u á mình ệ tao vậy à l ằ n n h ằ n",1.0,Shopee,24,negative,"đặt hàng mà không giao, còn lúc đặt hàng áp mã voucher vào thì chặn sđt, nói chung là quá mệt và lằn nhằn"
Hoàng khang Nguyễn,q u ả n g c á o tao rồi ê n c á c ứ n g d ụ n g không h á c q u á n h i ề u,1.0,Shopee,9,negative,quảng cáo trên các ứng dụng khác quá nhiều
Đua Do,p h ả i đ ă n g không ý n h i ề u tao h ứ,2.0,Shopee,5,negative,phải đăng ký nhiều thứ
Tui Bui,n g ư ờ i tao a mình u ấ n mình u a b ắ tao đ ă n g n h ậ p mình à rồi õ l à đ ă n g n h ậ p rồi ồ i,3.0,Shopee,13,negative,người ta muấn mua bắt đăng nhập mà rõ là đăng nhập rồi
Luyen Nguyen,giây ả n p h ẩ mình mình u a rồi ấ tao o không . g i á h ợ p l ý,5.0,Shopee,8,positive,sản phẩm mua rất ok. giá hợp lý
Cu con,tao đ ặ tao h à n g mình à a p p tao ự h ủ y đ ơ n c ủ a tao ? ?,1.0,Shopee,10,negative,t đặt hàng mà app tự hủy đơn của t??
Miền Cát Trắng,á p c ứ h i ệ n q u ả n g c á o l ê n mình á y b ắ tao n g ư ờ i d ù n g p h ả i vậy à o a p tao ắ tao không h ô n g đ ư ợ c l à giây a o,2.0,Shopee,18,negative,áp cứ hiện quảng cáo lên máy bắt người dùng phải vào ap tắt không được là sao
Bap Nguyen,tao rồi ả i n g h i ệ mình tao ố tao g i á h ợ p l ý n h i ề u giây ự l ự a c h ọ n tao ố tao,5.0,Shopee,11,positive,trải nghiệm tốt giá hợp lý nhiều sự lựa chọn tốt
Quoc Le,b á n h à n g g i ả h à n g không é mình c h ấ tao l ư ợ n g g i ỏ i không h ô n g c ó mình u a giây ắ mình g ì tao rồi ê n giây h o p ê giây h o p e e đ â u,1.0,Shopee,18,negative,bán hàng giả hàng kém chất lượng giỏi không có mua sắm gì trên shop ê shopee đâu
Mai Linh Nham,"giây h o p e e tao rồi ả l ạ i c h o tao ô i 1 1 9 không đ i , tao ự n h i ê n tao rồi ừ tao i ề n ở tao không c ủ a tao ô i , tao ô i đ ã g ọ i n h â n vậy i ê n c ũ n g tao h ấ y rồi ồ i mình à không o tao h ấ y tao rồi ả l ạ i",2.0,Shopee,28,negative,"shopee trả lại cho tôi 119k đi, tự nhiên trừ tiền ở tk của tôi, tôi đã gọi nhân viên cũng thấy rồi mà ko thấy trả lại"
Công Nguyễn,tao c ầ n g i a o h à n g đ ú n g n g à y c h ứ không o c ầ n vậy o u c h e rồi 1 5 không f rồi e e giây h i p,1.0,Shopee,13,negative,t cần giao hàng đúng ngày chứ ko cần voucher 15k free ship
la hang,d tao rồi ê n mình ự c n ư ớ c mình ắ tao d d,3.0,Shopee,6,neutral,d trên mực nước mắt dd
Dũng Phạm Tuấn,"tao i ệ n í c h , h i ệ u q u ả , tao ố tao c h o n g ư ờ i d ù n g",5.0,Shopee,8,positive,"tiện ích, hiệu quả, tốt cho người dùng"
Văn Hiên,giây à n q u é tao giây ả n p h ẩ mình tao h e o không i ể u tao ự tao a y b ó p c ổ . . . giây à n q u é tao giây ả n p h ẩ mình h à n g g i ả h à n g n h á i rồi ấ tao vậy ớ vậy ẩ n . . . đ ầ y đ ủ n h ữ n g q u y đ ị n h đ ă n g b á n tao h ì c h ỉ c ó n h à giây ả n x u ấ tao mình ớ i c ó . . . b á n tao ạ p h o á tao h ì mình o i l à mình giây a o đ ư ợ c g i ấ y không i ể mình n g h i ệ mình c h ứ n g n h ậ n giây ả n p h ẩ mình . . . giây ả n p h ẩ mình c ó h o á đ ơ n g i á tao rồi ị g i a tao ă n g c h ứ n g mình ì n h n g u ồ n g ố c mình à c h ỉ n h giây ử a b ổ giây u n g tao h ì không h ô n g đ ư ợ c vậy ẫ n c h o l à h à n g g i ả h à n g n h á i . .,1.0,Shopee,76,negative,sàn quét sản phẩm theo kiểu tự tay bóp cổ...sàn quét sản phẩm hàng giả hàng nhái rất vớ vẩn... đầy đủ những quy định đăng bán thì chỉ có nhà sản xuất mới có...bán tạp hoá thì moi làm sao được giấy kiểm nghiệm chứng nhận sản phẩm...sản phẩm có hoá đơn giá trị gia tăng chứng mình nguồn gốc mà chỉnh sửa bổ sung thì không được vẫn cho là hàng giả hàng nhái..
Hà Quang,d ị c h vậy ụ tao ồ i tao ệ . giây h o p e e c h ắ c giây ắ p p h á giây ả n tao ạ i vậy i ệ tao n a mình,1.0,Shopee,11,negative,dịch vụ tồi tệ.shopee chắc sắp phá sản tại việt nam
Nhi Minh,"không h ô n g n h ậ n đ ư ợ c h à n g , b ê n giây h o p e e không h ô n g x ử l ý c h o mình ì n h l u ô n",1.0,Shopee,12,negative,"không nhận được hàng, bên shopee không xử lý cho mình luôn"
Quang Le,mình u a h à n g ơ i giây h o p e e c h á n h o à n đ ơ n h à n g không h ó không h ă n b ắ tao l à mình đ ủ tao h ứ mình à không h o à n h à n g đ ư ợ c tao u i không h u y ê n mình ọ i n g ư ờ i q u a tao i không tao o không l à o không n h ấ tao mình u a h à n g n h a n h đ ổ i h à n g c ũ n g n h a n h,1.0,Shopee,35,negative,mua hàng ơi shopee chán hoàn đơn hàng khó khăn bắt làm đủ thứ mà k hoàn hàng được tui khuyên mọi người qua tiktok là ok nhất mua hàng nhanh đổi hàng cũng nhanh
lili love,c ó n h i ề u h à n g mình u a vậy ề n h ư n g không o đ c n h ư q u ả n g c á o,4.0,Shopee,11,negative,có nhiều hàng mua về nhưng ko đc như quảng cáo
Nhiminh Nguyen,không h ô n g tao h í c h vậy ì h a y q u ả n g c á o giây à i giây ự tao h ậ tao,1.0,Shopee,9,negative,không thích vì hay quảng cáo sài sự thật
Thanh Trang Trần,g i a o h à n g l â u g ó i h à n g tao h ì n h ư b ã i giây không i b i d i c ủ a n g ư ờ i tao a l ú c g i a o giây a i mình u ố n đ ổ i tao h ì l à mình n à y l à mình không i a tao ù mình l u n g đ ế n l ú c x o n g rồi ồ i tao h ì không o c h o đ ổ i,1.0,Shopee,32,negative,giao hàng lâu gói hàng thì như bãi skibidi của người ta lúc giao sai muốn đổi thì làm này làm kia tùm lung đến lúc xong rồi thì ko cho đổi
Thanh Nguyen,mình á y n h ậ n h o ạ tao đ ộ n g tao ố tao c ò n giây i không đ ó n g g ó i c ẩ n tao h ậ n mình ớ i mình u a đ c 2 n g à y,5.0,Shopee,16,neutral,máy nhận hoạt động tốt còn sik đóng gói cẩn thận mới mua đc 2 ngày
